num_expediente,dia_hora,cod_distrito,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona
2020S019534,2021-01-01 04:00:00,13.0,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,Turismo,Conductor
2020S019534,2021-01-01 04:00:00,13.0,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,Turismo,Conductor
2020S019534,2021-01-01 04:00:00,13.0,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,Turismo,Conductor
2020S019534,2021-01-01 04:00:00,13.0,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,Turismo,Pasajero
2020S019534,2021-01-01 04:00:00,13.0,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,Turismo,Pasajero
2021S000001,2021-01-01 00:00:00,12.0,USERA,Colisión fronto-lateral,Despejado,Turismo,Conductor
2021S000001,2021-01-01 00:00:00,12.0,USERA,Colisión fronto-lateral,Despejado,Turismo,Conductor
2021S000001,2021-01-01 00:00:00,12.0,USERA,Colisión fronto-lateral,Despejado,Turismo,Pasajero
2021S000001,2021-01-01 00:00:00,12.0,USERA,Colisión fronto-lateral,Despejado,Turismo,Pasajero
2021S000001,2021-01-01 00:00:00,12.0,USERA,Colisión fronto-lateral,Despejado,Turismo,Pasajero
2021S000003,2021-01-01 00:00:00,14.0,MORATALAZ,Colisión frontal,Lluvia débil,Turismo,Conductor
2021S000003,2021-01-01 00:00:00,14.0,MORATALAZ,Colisión frontal,Lluvia débil,Turismo,Conductor
2021S000004,2021-01-01 01:00:00,4.0,SALAMANCA,Atropello a persona,Nublado,Turismo,Conductor
2021S000004,2021-01-01 01:00:00,4.0,SALAMANCA,Atropello a persona,Nublado,Turismo,Peatón
2021S000005,2021-01-01 01:00:00,13.0,PUENTE DE VALLECAS,Colisión fronto-lateral,Nublado,Turismo,Conductor
2021S000005,2021-01-01 01:00:00,13.0,PUENTE DE VALLECAS,Colisión fronto-lateral,Nublado,Turismo,Conductor
2021S000006,2021-01-01 01:00:00,20.0,SAN BLAS-CANILLEJAS,Otro,Nublado,Turismo,Conductor
2021S000010,2021-01-01 08:00:00,6.0,TETUÁN,Choque contra obstáculo fijo,Despejado,Turismo,Conductor
2021S000011,2021-01-01 08:00:00,11.0,CARABANCHEL,Alcance,Despejado,Autobús,Conductor
2021S000011,2021-01-01 08:00:00,11.0,CARABANCHEL,Alcance,Despejado,Turismo,Conductor
2021S000012,2021-01-01 01:00:00,10.0,LATINA,Choque contra obstáculo fijo,Despejado,Turismo,Conductor
2021S000012,2021-01-01 01:00:00,10.0,LATINA,Choque contra obstáculo fijo,Despejado,Turismo,Pasajero
2021S000012,2021-01-01 01:00:00,10.0,LATINA,Choque contra obstáculo fijo,Despejado,Turismo,Pasajero
2021S000012,2021-01-01 01:00:00,10.0,LATINA,Choque contra obstáculo fijo,Despejado,Turismo,Pasajero
2021S000014,2021-01-01 09:00:00,11.0,CARABANCHEL,Colisión fronto-lateral,Despejado,Turismo,Conductor
2021S000014,2021-01-01 09:00:00,11.0,CARABANCHEL,Colisión fronto-lateral,Despejado,Turismo,Conductor
2021S000015,2021-01-01 06:00:00,21.0,BARAJAS,Choque contra obstáculo fijo,Despejado,Turismo,Conductor
2021S000015,2021-01-01 06:00:00,21.0,BARAJAS,Choque contra obstáculo fijo,Despejado,Turismo,Pasajero
2021S000016,2021-01-01 09:00:00,16.0,HORTALEZA,Choque contra obstáculo fijo,Despejado,Turismo,Conductor
2021S000017,2021-01-01 11:00:00,6.0,TETUÁN,Alcance,Despejado,Turismo,Conductor
2021S000017,2021-01-01 11:00:00,6.0,TETUÁN,Alcance,Despejado,Turismo,Conductor
2021S000017,2021-01-01 11:00:00,6.0,TETUÁN,Alcance,Despejado,Turismo,Pasajero
2021S000017,2021-01-01 11:00:00,6.0,TETUÁN,Alcance,Despejado,Turismo,Pasajero
2021S000017,2021-01-01 11:00:00,6.0,TETUÁN,Alcance,Despejado,Turismo,Pasajero
2021S000017,2021-01-01 11:00:00,6.0,TETUÁN,Alcance,Despejado,Turismo,Pasajero
2021S000018,2021-01-01 12:00:00,17.0,VILLAVERDE,Choque contra obstáculo fijo,Despejado,Turismo,Conductor
2021S000021,2021-01-01 22:00:00,16.0,HORTALEZA,Choque contra obstáculo fijo,Despejado,Turismo,Conductor
2021S000021,2021-01-01 22:00:00,16.0,HORTALEZA,Choque contra obstáculo fijo,Despejado,Turismo,Conductor
2021S000021,2021-01-01 22:00:00,16.0,HORTALEZA,Choque contra obstáculo fijo,Despejado,Turismo,Conductor
2021S000021,2021-01-01 22:00:00,16.0,HORTALEZA,Choque contra obstáculo fijo,Despejado,Turismo,Pasajero
2021S000022,2021-01-01 22:00:00,13.0,PUENTE DE VALLECAS,Alcance,Despejado,Motocicleta hasta 125cc,Conductor
2021S000022,2021-01-01 22:00:00,13.0,PUENTE DE VALLECAS,Alcance,Despejado,Turismo,Conductor
2021S000029,2021-01-02 00:00:00,4.0,SALAMANCA,Colisión fronto-lateral,Despejado,Todo terreno,Conductor
2021S000029,2021-01-02 00:00:00,4.0,SALAMANCA,Colisión fronto-lateral,Despejado,Turismo,Conductor
2021S000037,2021-01-01 14:00:00,6.0,TETUÁN,Colisión lateral,Despejado,Turismo,Conductor
2021S000037,2021-01-01 14:00:00,6.0,TETUÁN,Colisión lateral,Despejado,Turismo,Conductor
2021S000047,2021-01-01 11:00:00,14.0,MORATALAZ,Caída,Despejado,Bicicleta,Conductor
2021S000050,2021-01-02 12:00:00,11.0,CARABANCHEL,Choque contra obstáculo fijo,Despejado,Turismo,Conductor
2021S000050,2021-01-02 12:00:00,11.0,CARABANCHEL,Choque contra obstáculo fijo,Despejado,Turismo,Pasajero
2021S000051,2021-01-02 11:00:00,20.0,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Turismo,Conductor
2021S000051,2021-01-02 11:00:00,20.0,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Turismo,Conductor
2021S000051,2021-01-02 11:00:00,20.0,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Turismo,Pasajero
2021S000052,2021-01-01 22:00:00,15.0,CIUDAD LINEAL,Colisión lateral,Despejado,Motocicleta > 125cc,Conductor
2021S000052,2021-01-01 22:00:00,15.0,CIUDAD LINEAL,Colisión lateral,Despejado,Turismo,Conductor
2021S000054,2021-01-02 15:00:00,12.0,USERA,Choque contra obstáculo fijo,Despejado,Furgoneta,Conductor
2021S000054,2021-01-02 15:00:00,12.0,USERA,Choque contra obstáculo fijo,Despejado,Furgoneta,Conductor
2021S000055,2021-01-02 15:00:00,10.0,LATINA,Colisión frontal,Nublado,Turismo,Conductor
2021S000055,2021-01-02 15:00:00,10.0,LATINA,Colisión frontal,Nublado,Turismo,Conductor
2021S000056,2021-01-02 16:00:00,8.0,FUENCARRAL-EL PARDO,Alcance,Despejado,Turismo,Conductor
2021S000056,2021-01-02 16:00:00,8.0,FUENCARRAL-EL PARDO,Alcance,Despejado,Turismo,Conductor
2021S000056,2021-01-02 16:00:00,8.0,FUENCARRAL-EL PARDO,Alcance,Despejado,Turismo,Pasajero
2021S000056,2021-01-02 16:00:00,8.0,FUENCARRAL-EL PARDO,Alcance,Despejado,Turismo,Pasajero
2021S000056,2021-01-02 16:00:00,8.0,FUENCARRAL-EL PARDO,Alcance,Despejado,Turismo,Pasajero
2021S000056,2021-01-02 16:00:00,8.0,FUENCARRAL-EL PARDO,Alcance,Despejado,Turismo,Pasajero
2021S000056,2021-01-02 16:00:00,8.0,FUENCARRAL-EL PARDO,Alcance,Despejado,Turismo,Pasajero
2021S000056,2021-01-02 16:00:00,8.0,FUENCARRAL-EL PARDO,Alcance,Despejado,Turismo,Pasajero
2021S000057,2021-01-02 16:00:00,7.0,CHAMBERÍ,Colisión fronto-lateral,Despejado,Turismo,Conductor
2021S000057,2021-01-02 16:00:00,7.0,CHAMBERÍ,Colisión fronto-lateral,Despejado,Turismo,Conductor
2021S000058,2021-01-02 17:00:00,6.0,TETUÁN,Atropello a persona,Despejado,Turismo,Conductor
2021S000058,2021-01-02 17:00:00,6.0,TETUÁN,Atropello a persona,Despejado,Turismo,Peatón
2021S000059,2021-01-02 18:00:00,15.0,CIUDAD LINEAL,Otro,Despejado,Turismo,Conductor
2021S000060,2021-01-02 17:00:00,13.0,PUENTE DE VALLECAS,Choque contra obstáculo fijo,Despejado,Furgoneta,Conductor
2021S000060,2021-01-02 17:00:00,13.0,PUENTE DE VALLECAS,Choque contra obstáculo fijo,Despejado,Turismo,Conductor
2021S000060,2021-01-02 17:00:00,13.0,PUENTE DE VALLECAS,Choque contra obstáculo fijo,Despejado,Turismo,Conductor
2021S000061,2021-01-02 20:00:00,16.0,HORTALEZA,Colisión múltiple,Despejado,Camión rígido,Conductor
2021S000061,2021-01-02 20:00:00,16.0,HORTALEZA,Colisión múltiple,Despejado,Furgoneta,Conductor
2021S000061,2021-01-02 20:00:00,16.0,HORTALEZA,Colisión múltiple,Despejado,Turismo,Conductor
2021S000061,2021-01-02 20:00:00,16.0,HORTALEZA,Colisión múltiple,Despejado,Turismo,Conductor
2021S000061,2021-01-02 20:00:00,16.0,HORTALEZA,Colisión múltiple,Despejado,Turismo,Pasajero
2021S000062,2021-01-02 18:00:00,4.0,SALAMANCA,Caída,Despejado,Motocicleta hasta 125cc,Conductor
2021S000063,2021-01-02 21:00:00,13.0,PUENTE DE VALLECAS,Colisión múltiple,Despejado,Turismo,Conductor
2021S000063,2021-01-02 21:00:00,13.0,PUENTE DE VALLECAS,Colisión múltiple,Despejado,Turismo,Conductor
2021S000063,2021-01-02 21:00:00,13.0,PUENTE DE VALLECAS,Colisión múltiple,Despejado,Turismo,Conductor
2021S000064,2021-01-02 22:00:00,1.0,CENTRO,Alcance,Despejado,Turismo,Conductor
2021S000064,2021-01-02 22:00:00,1.0,CENTRO,Alcance,Despejado,Turismo,Conductor
2021S000067,2021-01-02 23:00:00,1.0,CENTRO,Colisión fronto-lateral,Despejado,Motocicleta > 125cc,Conductor
2021S000067,2021-01-02 23:00:00,1.0,CENTRO,Colisión fronto-lateral,Despejado,Turismo,Conductor
2021S000074,2021-01-03 00:00:00,9.0,MONCLOA-ARAVACA,Choque contra obstáculo fijo,Despejado,Turismo,Conductor
2021S000074,2021-01-03 00:00:00,9.0,MONCLOA-ARAVACA,Choque contra obstáculo fijo,Despejado,Turismo,Pasajero
2021S000074,2021-01-03 00:00:00,9.0,MONCLOA-ARAVACA,Choque contra obstáculo fijo,Despejado,Turismo,Pasajero
2021S000078,2021-01-02 23:00:00,15.0,CIUDAD LINEAL,Colisión fronto-lateral,Nublado,Turismo,Conductor
2021S000078,2021-01-02 23:00:00,15.0,CIUDAD LINEAL,Colisión fronto-lateral,Nublado,Turismo,Conductor
2021S000078,2021-01-02 23:00:00,15.0,CIUDAD LINEAL,Colisión fronto-lateral,Nublado,Turismo,Pasajero
2021S000082,2021-01-03 00:00:00,20.0,SAN BLAS-CANILLEJAS,Caída,Despejado,Motocicleta hasta 125cc,Conductor
2021S000082,2021-01-03 00:00:00,20.0,SAN BLAS-CANILLEJAS,Caída,Despejado,Motocicleta hasta 125cc,Pasajero
2021S000083,2021-01-03 00:00:00,11.0,CARABANCHEL,Alcance,Despejado,Turismo,Conductor
2021S000083,2021-01-03 00:00:00,11.0,CARABANCHEL,Alcance,Despejado,Turismo,Conductor
2021S000084,2021-01-03 00:00:00,9.0,MONCLOA-ARAVACA,Choque contra obstáculo fijo,Despejado,Turismo,Conductor
2021S000085,2021-01-03 00:00:00,4.0,SALAMANCA,Solo salida de la vía,Despejado,Turismo,Conductor
2021S000088,2021-01-03 00:00:00,20.0,SAN BLAS-CANILLEJAS,Caída,Despejado,Motocicleta hasta 125cc,Conductor
2021S000089,2021-01-03 01:00:00,11.0,CARABANCHEL,Choque contra obstáculo fijo,Despejado,Turismo,Conductor
2021S000090,2021-01-03 00:00:00,20.0,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Turismo,Conductor
2021S000090,2021-01-03 00:00:00,20.0,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Turismo,Conductor
2021S000090,2021-01-03 00:00:00,20.0,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Turismo,Pasajero
2021S000090,2021-01-03 00:00:00,20.0,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Turismo,Pasajero
2021S000091,2021-01-03 02:00:00,5.0,CHAMARTÍN,Choque contra obstáculo fijo,Despejado,Turismo,Conductor
2021S000093,2021-01-02 22:00:00,4.0,SALAMANCA,Atropello a persona,Despejado,Sin especificar,Conductor
2021S000093,2021-01-02 22:00:00,4.0,SALAMANCA,Atropello a persona,Despejado,Sin especificar,Peatón
2021S000099,2021-01-02 11:00:00,5.0,CHAMARTÍN,Colisión fronto-lateral,Despejado,Turismo,Conductor
2021S000099,2021-01-02 11:00:00,5.0,CHAMARTÍN,Colisión fronto-lateral,Despejado,Turismo,Conductor
2021S000099,2021-01-02 11:00:00,5.0,CHAMARTÍN,Colisión fronto-lateral,Despejado,Turismo,Pasajero
2021S000101,2021-01-02 11:00:00,18.0,VILLA DE VALLECAS,Colisión múltiple,Despejado,Turismo,Conductor
2021S000101,2021-01-02 11:00:00,18.0,VILLA DE VALLECAS,Colisión múltiple,Despejado,Turismo,Conductor
2021S000101,2021-01-02 11:00:00,18.0,VILLA DE VALLECAS,Colisión múltiple,Despejado,Turismo,Conductor
2021S000101,2021-01-02 11:00:00,18.0,VILLA DE VALLECAS,Colisión múltiple,Despejado,Turismo,Pasajero
2021S000104,2021-01-03 09:00:00,20.0,SAN BLAS-CANILLEJAS,Alcance,Despejado,Turismo,Conductor
2021S000104,2021-01-03 09:00:00,20.0,SAN BLAS-CANILLEJAS,Alcance,Despejado,Turismo,Conductor
2021S000105,2021-01-03 11:00:00,15.0,CIUDAD LINEAL,Caída,Despejado,Motocicleta hasta 125cc,Conductor
2021S000106,2021-01-02 22:00:00,17.0,VILLAVERDE,Atropello a persona,Despejado,Turismo,Conductor
2021S000106,2021-01-02 22:00:00,17.0,VILLAVERDE,Atropello a persona,Despejado,Turismo,Conductor
2021S000106,2021-01-02 22:00:00,17.0,VILLAVERDE,Atropello a persona,Despejado,Turismo,Peatón
2021S000107,2021-01-02 19:00:00,7.0,CHAMBERÍ,Caída,Despejado,Motocicleta hasta 125cc,Conductor
2021S000108,2021-01-03 15:00:00,5.0,CHAMARTÍN,Caída,Despejado,Motocicleta > 125cc,Conductor
2021S000108,2021-01-03 15:00:00,5.0,CHAMARTÍN,Caída,Despejado,Motocicleta > 125cc,Pasajero
2021S000110,2021-01-02 20:00:00,18.0,VILLA DE VALLECAS,Alcance,Despejado,Ciclomotor,Conductor
2021S000110,2021-01-02 20:00:00,18.0,VILLA DE VALLECAS,Alcance,Despejado,Turismo,Conductor
2021S000111,2021-01-03 14:00:00,1.0,CENTRO,Caída,Despejado,Ciclomotor,Conductor
2021S000111,2021-01-03 14:00:00,1.0,CENTRO,Caída,Despejado,Furgoneta,Conductor
2021S000112,2021-01-03 16:00:00,20.0,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Turismo,Conductor
2021S000112,2021-01-03 16:00:00,20.0,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Turismo,Conductor
2021S000112,2021-01-03 16:00:00,20.0,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Turismo,Pasajero
2021S000112,2021-01-03 16:00:00,20.0,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Turismo,Pasajero
2021S000113,2021-01-03 17:00:00,13.0,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,Motocicleta hasta 125cc,Conductor
2021S000113,2021-01-03 17:00:00,13.0,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,Turismo,Conductor
2021S000114,2021-01-03 17:00:00,17.0,VILLAVERDE,Colisión lateral,Despejado,Motocicleta > 125cc,Conductor
2021S000114,2021-01-03 17:00:00,17.0,VILLAVERDE,Colisión lateral,Despejado,Motocicleta > 125cc,Pasajero
2021S000114,2021-01-03 17:00:00,17.0,VILLAVERDE,Colisión lateral,Despejado,Turismo,Conductor
2021S000115,2021-01-03 19:00:00,3.0,RETIRO,Alcance,Despejado,Turismo,Conductor
2021S000115,2021-01-03 19:00:00,3.0,RETIRO,Alcance,Despejado,Turismo,Conductor
2021S000116,2021-01-01 22:00:00,14.0,MORATALAZ,Choque contra obstáculo fijo,Despejado,Turismo,Conductor
2021S000117,2021-01-03 19:00:00,17.0,VILLAVERDE,Colisión múltiple,Despejado,Turismo,Conductor
2021S000117,2021-01-03 19:00:00,17.0,VILLAVERDE,Colisión múltiple,Despejado,Turismo,Conductor
2021S000117,2021-01-03 19:00:00,17.0,VILLAVERDE,Colisión múltiple,Despejado,Turismo,Conductor
2021S000118,2021-01-03 19:00:00,4.0,SALAMANCA,Colisión múltiple,Despejado,Motocicleta hasta 125cc,Conductor
2021S000118,2021-01-03 19:00:00,4.0,SALAMANCA,Colisión múltiple,Despejado,Motocicleta hasta 125cc,Conductor
2021S000118,2021-01-03 19:00:00,4.0,SALAMANCA,Colisión múltiple,Despejado,Motocicleta hasta 125cc,Conductor
2021S000119,2021-01-03 20:00:00,9.0,MONCLOA-ARAVACA,Alcance,Despejado,Turismo,Conductor
2021S000119,2021-01-03 20:00:00,9.0,MONCLOA-ARAVACA,Alcance,Despejado,Turismo,Conductor
2021S000119,2021-01-03 20:00:00,9.0,MONCLOA-ARAVACA,Alcance,Despejado,Turismo,Pasajero
2021S000119,2021-01-03 20:00:00,9.0,MONCLOA-ARAVACA,Alcance,Despejado,Turismo,Pasajero
2021S000119,2021-01-03 20:00:00,9.0,MONCLOA-ARAVACA,Alcance,Despejado,Turismo,Pasajero
2021S000121,2021-01-03 00:00:00,8.0,FUENCARRAL-EL PARDO,Colisión múltiple,Despejado,Turismo,Conductor
2021S000121,2021-01-03 00:00:00,8.0,FUENCARRAL-EL PARDO,Colisión múltiple,Despejado,Turismo,Conductor
2021S000121,2021-01-03 00:00:00,8.0,FUENCARRAL-EL PARDO,Colisión múltiple,Despejado,Turismo,Conductor
2021S000122,2021-01-03 21:00:00,13.0,PUENTE DE VALLECAS,Atropello a persona,Despejado,Motocicleta hasta 125cc,Conductor
2021S000122,2021-01-03 21:00:00,13.0,PUENTE DE VALLECAS,Atropello a persona,Despejado,Motocicleta hasta 125cc,Peatón
2021S000123,2021-01-03 22:00:00,16.0,HORTALEZA,Colisión fronto-lateral,Despejado,Turismo,Conductor
2021S000123,2021-01-03 22:00:00,16.0,HORTALEZA,Colisión fronto-lateral,Despejado,Turismo,Conductor
2021S000123,2021-01-03 22:00:00,16.0,HORTALEZA,Colisión fronto-lateral,Despejado,Turismo,Pasajero
2021S000123,2021-01-03 22:00:00,16.0,HORTALEZA,Colisión fronto-lateral,Despejado,Turismo,Pasajero
2021S000126,2021-01-04 01:00:00,4.0,SALAMANCA,Choque contra obstáculo fijo,Despejado,Turismo,Conductor
2021S000127,2021-01-04 01:00:00,7.0,CHAMBERÍ,Choque contra obstáculo fijo,Despejado,Turismo,Conductor
2021S000127,2021-01-04 01:00:00,7.0,CHAMBERÍ,Choque contra obstáculo fijo,Despejado,Turismo,Conductor
2021S000129,2021-01-04 00:00:00,1.0,CENTRO,Colisión lateral,Despejado,Turismo,Conductor
2021S000129,2021-01-04 00:00:00,1.0,CENTRO,Colisión lateral,Despejado,Turismo,Conductor
2021S000129,2021-01-04 00:00:00,1.0,CENTRO,Colisión lateral,Despejado,Turismo,Pasajero
2021S000129,2021-01-04 00:00:00,1.0,CENTRO,Colisión lateral,Despejado,Turismo,Pasajero
2021S000129,2021-01-04 00:00:00,1.0,CENTRO,Colisión lateral,Despejado,Turismo,Pasajero
2021S000131,2021-01-03 13:00:00,2.0,ARGANZUELA,Colisión fronto-lateral,Despejado,Motocicleta > 125cc,Conductor
2021S000131,2021-01-03 13:00:00,2.0,ARGANZUELA,Colisión fronto-lateral,Despejado,Turismo,Conductor
2021S000132,2021-01-04 07:00:00,20.0,SAN BLAS-CANILLEJAS,Colisión frontal,Despejado,Turismo,Conductor
2021S000132,2021-01-04 07:00:00,20.0,SAN BLAS-CANILLEJAS,Colisión frontal,Despejado,Turismo,Conductor
2021S000133,2021-01-01 13:00:00,8.0,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Despejado,Ciclomotor,Conductor
2021S000133,2021-01-01 13:00:00,8.0,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Despejado,Turismo,Conductor
2021S000134,2021-01-03 14:00:00,13.0,PUENTE DE VALLECAS,Alcance,Despejado,Todo terreno,Conductor
2021S000134,2021-01-03 14:00:00,13.0,PUENTE DE VALLECAS,Alcance,Despejado,Turismo,Conductor
2021S000134,2021-01-03 14:00:00,13.0,PUENTE DE VALLECAS,Alcance,Despejado,Turismo,Conductor
2021S000136,2021-01-04 10:00:00,13.0,PUENTE DE VALLECAS,Colisión múltiple,Despejado,Camión rígido,Conductor
2021S000136,2021-01-04 10:00:00,13.0,PUENTE DE VALLECAS,Colisión múltiple,Despejado,Todo terreno,Conductor
2021S000136,2021-01-04 10:00:00,13.0,PUENTE DE VALLECAS,Colisión múltiple,Despejado,Turismo,Conductor
2021S000137,2021-01-03 12:00:00,5.0,CHAMARTÍN,Colisión lateral,Despejado,Maquinaria de obras,Conductor
2021S000137,2021-01-03 12:00:00,5.0,CHAMARTÍN,Colisión lateral,Despejado,Turismo,Conductor
2021S000138,2021-01-02 12:00:00,10.0,LATINA,Choque contra obstáculo fijo,Despejado,Turismo,Conductor
2021S000138,2021-01-02 12:00:00,10.0,LATINA,Choque contra obstáculo fijo,Despejado,Turismo,Conductor
2021S000138,2021-01-02 12:00:00,10.0,LATINA,Choque contra obstáculo fijo,Despejado,Turismo,Conductor
2021S000139,2021-01-04 02:00:00,21.0,BARAJAS,Choque contra obstáculo fijo,Despejado,Tractocamión,Conductor
2021S000141,2021-01-03 10:00:00,8.0,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Despejado,Motocicleta hasta 125cc,Conductor
2021S000141,2021-01-03 10:00:00,8.0,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Despejado,Turismo,Conductor
2021S000142,2021-01-04 11:00:00,20.0,SAN BLAS-CANILLEJAS,Caída,Despejado,Bicicleta,Conductor
2021S000142,2021-01-04 11:00:00,20.0,SAN BLAS-CANILLEJAS,Caída,Despejado,Bicicleta,Conductor
2021S000142,2021-01-04 11:00:00,20.0,SAN BLAS-CANILLEJAS,Caída,Despejado,Bicicleta,Conductor
2021S000142,2021-01-04 11:00:00,20.0,SAN BLAS-CANILLEJAS,Caída,Despejado,Bicicleta,Conductor
2021S000144,2021-01-03 13:00:00,8.0,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Despejado,Camión rígido,Conductor
2021S000144,2021-01-03 13:00:00,8.0,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Despejado,Camión rígido,Pasajero
2021S000144,2021-01-03 13:00:00,8.0,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Despejado,Todo terreno,Conductor
2021S000145,2021-01-04 10:00:00,17.0,VILLAVERDE,Alcance,Despejado,Motocicleta hasta 125cc,Conductor
2021S000145,2021-01-04 10:00:00,17.0,VILLAVERDE,Alcance,Despejado,Turismo,Conductor
2021S000145,2021-01-04 10:00:00,17.0,VILLAVERDE,Alcance,Despejado,Turismo,Peatón
2021S000147,2021-01-04 12:00:00,8.0,FUENCARRAL-EL PARDO,Alcance,Despejado,Motocicleta hasta 125cc,Conductor
2021S000147,2021-01-04 12:00:00,8.0,FUENCARRAL-EL PARDO,Alcance,Despejado,Turismo,Conductor
2021S000148,2021-01-04 12:00:00,1.0,CENTRO,Colisión lateral,Despejado,Camión rígido,Conductor
2021S000148,2021-01-04 12:00:00,1.0,CENTRO,Colisión lateral,Despejado,Motocicleta hasta 125cc,Conductor
2021S000149,2021-01-04 12:00:00,9.0,MONCLOA-ARAVACA,Choque contra obstáculo fijo,Despejado,Turismo,Conductor
2021S000150,2021-01-04 14:00:00,14.0,MORATALAZ,Alcance,Despejado,Motocicleta > 125cc,Conductor
2021S000150,2021-01-04 14:00:00,14.0,MORATALAZ,Alcance,Despejado,Turismo,Conductor
2021S000151,2021-01-03 14:00:00,5.0,CHAMARTÍN,Colisión lateral,Despejado,Turismo,Conductor
2021S000151,2021-01-03 14:00:00,5.0,CHAMARTÍN,Colisión lateral,Despejado,Turismo,Conductor
2021S000151,2021-01-03 14:00:00,5.0,CHAMARTÍN,Colisión lateral,Despejado,Turismo,Pasajero
2021S000151,2021-01-03 14:00:00,5.0,CHAMARTÍN,Colisión lateral,Despejado,Turismo,Pasajero
2021S000152,2021-01-04 14:00:00,10.0,LATINA,Alcance,Despejado,Furgoneta,Conductor
2021S000152,2021-01-04 14:00:00,10.0,LATINA,Alcance,Despejado,Motocicleta hasta 125cc,Conductor
2021S000153,2021-01-04 14:00:00,18.0,VILLA DE VALLECAS,Alcance,Despejado,Motocicleta > 125cc,Conductor
2021S000153,2021-01-04 14:00:00,18.0,VILLA DE VALLECAS,Alcance,Despejado,Turismo,Conductor
2021S000154,2021-01-04 15:00:00,1.0,CENTRO,Alcance,Despejado,Furgoneta,Conductor
2021S000154,2021-01-04 15:00:00,1.0,CENTRO,Alcance,Despejado,Motocicleta hasta 125cc,Conductor
2021S000154,2021-01-04 15:00:00,1.0,CENTRO,Alcance,Despejado,Motocicleta hasta 125cc,Pasajero
2021S000155,2021-01-04 15:00:00,20.0,SAN BLAS-CANILLEJAS,Choque contra obstáculo fijo,Despejado,Tractocamión,Conductor
2021S000155,2021-01-04 15:00:00,20.0,SAN BLAS-CANILLEJAS,Choque contra obstáculo fijo,Despejado,Turismo,Conductor
2021S000155,2021-01-04 15:00:00,20.0,SAN BLAS-CANILLEJAS,Choque contra obstáculo fijo,Despejado,Turismo,Conductor
2021S000155,2021-01-04 15:00:00,20.0,SAN BLAS-CANILLEJAS,Choque contra obstáculo fijo,Despejado,Turismo,Conductor
2021S000156,2021-01-04 17:00:00,18.0,VILLA DE VALLECAS,Atropello a persona,Despejado,Turismo,Conductor
2021S000156,2021-01-04 17:00:00,18.0,VILLA DE VALLECAS,Atropello a persona,Despejado,Turismo,Peatón
2021S000158,2021-01-04 15:00:00,17.0,VILLAVERDE,Alcance,Despejado,Turismo,Conductor
2021S000158,2021-01-04 15:00:00,17.0,VILLAVERDE,Alcance,Despejado,Turismo,Conductor
2021S000158,2021-01-04 15:00:00,17.0,VILLAVERDE,Alcance,Despejado,Turismo,Pasajero
2021S000158,2021-01-04 15:00:00,17.0,VILLAVERDE,Alcance,Despejado,Turismo,Pasajero
2021S000160,2021-01-04 18:00:00,11.0,CARABANCHEL,Colisión fronto-lateral,Despejado,Turismo,Conductor
2021S000160,2021-01-04 18:00:00,11.0,CARABANCHEL,Colisión fronto-lateral,Despejado,Turismo,Conductor
2021S000160,2021-01-04 18:00:00,11.0,CARABANCHEL,Colisión fronto-lateral,Despejado,Turismo,Pasajero
2021S000161,2021-01-04 18:00:00,15.0,CIUDAD LINEAL,Caída,Despejado,Motocicleta hasta 125cc,Conductor
2021S000161,2021-01-04 18:00:00,15.0,CIUDAD LINEAL,Caída,Despejado,Todo terreno,Conductor
2021S000162,2021-01-04 19:00:00,6.0,TETUÁN,Colisión fronto-lateral,Despejado,Autobús,Conductor
2021S000162,2021-01-04 19:00:00,6.0,TETUÁN,Colisión fronto-lateral,Despejado,Turismo,Conductor
2021S000163,2021-01-01 18:00:00,2.0,ARGANZUELA,Choque contra obstáculo fijo,Despejado,Turismo,Conductor
